,WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY,Desc,Category,Sub-Category,SUMPRICE,COUNTPRICE,AVGPRICE,RELPRICE
49487,2009-05-06,367.0,1600027564,30.0,21.0,13.0,95.7,3.19,3.19,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.990000000000002,7,2.712857142857143,1.1758820431806212
49489,2009-05-06,367.0,3000006340,2.0,2.0,1.0,5.48,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,18.990000000000002,7,2.712857142857143,1.0100052659294365
49493,2009-05-06,367.0,3800031829,32.0,29.0,20.0,90.24,2.82,3.29,0.0,0.0,1.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,18.990000000000002,7,2.712857142857143,1.0394944707740914
52628,2009-05-13,367.0,1111085319,24.0,20.0,20.0,40.08,1.67,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,19.56,7,2.794285714285714,0.5976482617586912
52630,2009-05-13,367.0,1111085350,13.0,12.0,12.0,26.0,2.0,2.39,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,19.56,7,2.794285714285714,0.7157464212678937
52634,2009-05-13,367.0,1600027527,17.0,17.0,17.0,54.23,3.19,3.19,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.56,7,2.794285714285714,1.1416155419222904
52635,2009-05-13,367.0,1600027528,27.0,21.0,14.0,123.93,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.56,7,2.794285714285714,1.6426380368098161
52636,2009-05-13,367.0,1600027564,17.0,15.0,13.0,54.23,3.19,3.19,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.56,7,2.794285714285714,1.1416155419222904
52637,2009-05-13,367.0,3000006340,6.0,6.0,2.0,16.44,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,19.56,7,2.794285714285714,0.9805725971370145
52641,2009-05-13,367.0,3800031829,75.0,63.0,55.0,163.5,2.18,3.29,1.0,1.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,19.56,7,2.794285714285714,0.7801635991820042
55841,2009-05-20,367.0,1111085319,20.0,19.0,19.0,33.2,1.66,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,18.96,7,2.7085714285714286,0.6128691983122363
55843,2009-05-20,367.0,1111085350,15.0,13.0,13.0,34.5,2.3,2.3,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,18.96,7,2.7085714285714286,0.8491561181434598
55847,2009-05-20,367.0,1600027527,12.0,12.0,12.0,31.92,2.66,3.19,0.0,0.0,1.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.96,7,2.7085714285714286,0.9820675105485233
55848,2009-05-20,367.0,1600027528,14.0,12.0,8.0,64.26,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.96,7,2.7085714285714286,1.6946202531645569
55849,2009-05-20,367.0,1600027564,76.0,67.0,61.0,177.84,2.34,3.19,1.0,1.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.96,7,2.7085714285714286,0.8639240506329113
55851,2009-05-20,367.0,3000006340,4.0,4.0,1.0,10.96,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,18.96,7,2.7085714285714286,1.0116033755274263
55855,2009-05-20,367.0,3800031829,66.0,53.0,43.0,176.22,2.67,3.29,0.0,1.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,18.96,7,2.7085714285714286,0.985759493670886
59033,2009-05-27,367.0,1111085319,22.0,21.0,20.0,36.3,1.65,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,19.79,7,2.827142857142857,0.5836280949974735
59035,2009-05-27,367.0,1111085350,8.0,7.0,7.0,18.32,2.29,2.29,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,19.79,7,2.827142857142857,0.8100050530570996
59039,2009-05-27,367.0,1600027527,17.0,17.0,16.0,47.77,2.81,3.19,0.0,0.0,1.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.79,7,2.827142857142857,0.9939363314805458
59040,2009-05-27,367.0,1600027528,36.0,27.0,7.0,165.24,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.79,7,2.827142857142857,1.623547246083881
59041,2009-05-27,367.0,1600027564,27.0,25.0,18.0,70.2,2.6,3.19,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.79,7,2.827142857142857,0.919656392117231
59043,2009-05-27,367.0,3000006340,5.0,5.0,3.0,12.8,2.56,2.74,1.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,19.79,7,2.827142857142857,0.9055078322385044
59047,2009-05-27,367.0,3800031829,18.0,16.0,8.0,59.22,3.29,3.29,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,19.79,7,2.827142857142857,1.1637190500252654
62205,2009-06-03,367.0,1111085319,23.0,21.0,21.0,37.72,1.64,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,19.41,7,2.7728571428571427,0.5914477073673364
62207,2009-06-03,367.0,1111085350,15.0,12.0,12.0,35.85,2.39,2.39,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,19.41,7,2.7728571428571427,0.8619268418341063
62211,2009-06-03,367.0,1600027527,13.0,13.0,13.0,31.85,2.45,3.19,0.0,0.0,1.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.41,7,2.7728571428571427,0.8835651725914478
62212,2009-06-03,367.0,1600027528,24.0,22.0,10.0,110.16,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.41,7,2.7728571428571427,1.6553323029366307
62213,2009-06-03,367.0,1600027564,24.0,23.0,18.0,60.72,2.53,3.19,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,19.41,7,2.7728571428571427,0.9124162802679031
62215,2009-06-03,367.0,3000006340,4.0,4.0,3.0,10.08,2.52,2.74,1.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,19.41,7,2.7728571428571427,0.9088098918083463
62218,2009-06-03,367.0,3800031829,32.0,28.0,12.0,105.28,3.29,3.29,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,19.41,7,2.7728571428571427,1.1865018031942298
65425,2009-06-10,367.0,1111085319,41.0,33.0,32.0,68.06,1.66,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.42,7,2.9171428571428573,0.5690499510284035
65427,2009-06-10,367.0,1111085350,22.0,17.0,17.0,51.26,2.33,2.33,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.42,7,2.9171428571428573,0.7987267384916749
65431,2009-06-10,367.0,1600027527,16.0,16.0,14.0,51.04,3.19,3.19,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.42,7,2.9171428571428573,1.093535749265426
65432,2009-06-10,367.0,1600027528,29.0,24.0,15.0,133.11,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.42,7,2.9171428571428573,1.5734573947110675
65433,2009-06-10,367.0,1600027564,29.0,25.0,19.0,75.98,2.62,3.19,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.42,7,2.9171428571428573,0.8981390793339863
65434,2009-06-10,367.0,3000006340,4.0,4.0,3.0,10.96,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.42,7,2.9171428571428573,0.9392752203721841
65438,2009-06-10,367.0,3800031829,21.0,20.0,10.0,69.09,3.29,3.29,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.42,7,2.9171428571428573,1.1278158667972575
68588,2009-06-17,367.0,1111085319,34.0,32.0,31.0,56.78,1.67,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.53,7,2.932857142857143,0.5694106186069167
68590,2009-06-17,367.0,1111085350,14.0,11.0,11.0,33.18,2.37,2.37,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.53,7,2.932857142857143,0.8080857282026304
68594,2009-06-17,367.0,1600027527,12.0,12.0,12.0,34.68,2.89,2.89,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.53,7,2.932857142857143,0.9853872381880175
68595,2009-06-17,367.0,1600027528,24.0,19.0,12.0,110.16,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.53,7,2.932857142857143,1.565026790063322
68596,2009-06-17,367.0,1600027564,14.0,14.0,13.0,41.72,2.98,2.98,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.53,7,2.932857142857143,1.0160740379931807
68598,2009-06-17,367.0,3000006340,1.0,1.0,1.0,2.74,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.53,7,2.932857142857143,0.934242571846079
68601,2009-06-17,367.0,3800031829,13.0,12.0,9.0,42.77,3.29,3.29,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.53,7,2.932857142857143,1.121773015099854
71798,2009-06-24,367.0,1111085319,18.0,15.0,15.0,34.02,1.89,1.89,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.08,7,2.8685714285714283,0.6588645418326693
71800,2009-06-24,367.0,1111085350,37.0,29.0,28.0,73.63,1.99,2.37,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.08,7,2.8685714285714283,0.6937250996015937
71804,2009-06-24,367.0,1600027527,15.0,14.0,13.0,47.85,3.19,3.19,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.08,7,2.8685714285714283,1.1120517928286853
71805,2009-06-24,367.0,1600027528,20.0,18.0,12.0,91.8,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.08,7,2.8685714285714283,1.6000996015936255
71806,2009-06-24,367.0,1600027564,16.0,16.0,14.0,38.24,2.39,2.98,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.08,7,2.8685714285714283,0.833167330677291
71808,2009-06-24,367.0,3000006340,3.0,3.0,2.0,8.22,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.08,7,2.8685714285714283,0.955179282868526
71811,2009-06-24,367.0,3800031829,23.0,19.0,8.0,75.67,3.29,3.29,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.08,7,2.8685714285714283,1.1469123505976098
74990,2009-07-01,367.0,1111085319,12.0,11.0,11.0,22.68,1.89,1.89,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,18.98,7,2.7114285714285713,0.6970495258166491
74992,2009-07-01,367.0,1111085350,40.0,31.0,31.0,80.0,2.0,2.37,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,18.98,7,2.7114285714285713,0.7376185458377239
74996,2009-07-01,367.0,1600027527,15.0,15.0,13.0,47.85,3.19,3.19,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.98,7,2.7114285714285713,1.1765015806111696
74997,2009-07-01,367.0,1600027528,148.0,106.0,90.0,414.4,2.8,4.59,1.0,1.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.98,7,2.7114285714285713,1.0326659641728135
74998,2009-07-01,367.0,1600027564,26.0,20.0,7.0,79.82,3.07,3.07,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.98,7,2.7114285714285713,1.1322444678609063
74999,2009-07-01,367.0,3000006340,9.0,9.0,2.0,24.66,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,18.98,7,2.7114285714285713,1.0105374077976819
75004,2009-07-01,367.0,3800031829,34.0,25.0,7.0,111.86,3.29,3.29,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,18.98,7,2.7114285714285713,1.213382507903056
78205,2009-07-08,367.0,1111085319,15.0,13.0,13.0,28.35,1.89,1.89,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,18.84,7,2.6914285714285713,0.7022292993630573
78207,2009-07-08,367.0,1111085350,29.0,25.0,24.0,57.42,1.98,2.37,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,18.84,7,2.6914285714285713,0.7356687898089173
78211,2009-07-08,367.0,1600027527,12.0,12.0,12.0,38.28,3.19,3.19,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.84,7,2.6914285714285713,1.1852441613588112
78212,2009-07-08,367.0,1600027528,87.0,73.0,61.0,247.95,2.85,4.59,1.0,1.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.84,7,2.6914285714285713,1.0589171974522293
78213,2009-07-08,367.0,1600027564,11.0,10.0,6.0,31.9,2.9,2.9,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.84,7,2.6914285714285713,1.0774946921443738
78215,2009-07-08,367.0,3000006340,2.0,2.0,1.0,5.48,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,18.84,7,2.6914285714285713,1.0180467091295118
78219,2009-07-08,367.0,3800031829,27.0,23.0,9.0,88.83,3.29,3.29,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,18.84,7,2.6914285714285713,1.2223991507430998
81465,2009-07-15,367.0,1111085319,24.0,23.0,22.0,44.88,1.87,1.87,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.689999999999998,7,2.9557142857142855,0.6326727887868536
81467,2009-07-15,367.0,1111085350,27.0,24.0,24.0,53.46,1.98,2.37,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.689999999999998,7,2.9557142857142855,0.6698888351860802
81471,2009-07-15,367.0,1600027527,8.0,10.0,10.0,25.52,3.19,3.19,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.689999999999998,7,2.9557142857142855,1.0792653455775738
81472,2009-07-15,367.0,1600027528,22.0,19.0,11.0,100.98,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.689999999999998,7,2.9557142857142855,1.552924117931368
81473,2009-07-15,367.0,1600027564,26.0,23.0,21.0,79.82,3.07,3.07,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.689999999999998,7,2.9557142857142855,1.038666022232963
81475,2009-07-15,367.0,3000006340,4.0,4.0,4.0,10.8,2.7,2.7,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.689999999999998,7,2.9557142857142855,0.9134847752537459
81479,2009-07-15,367.0,3800031829,7.0,6.0,4.0,23.03,3.29,3.29,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.689999999999998,7,2.9557142857142855,1.1130981150314163
84743,2009-07-22,367.0,1111085319,10.0,10.0,9.0,18.2,1.82,1.82,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.229999999999997,7,2.8899999999999997,0.6297577854671281
84745,2009-07-22,367.0,1111085350,24.0,20.0,20.0,47.52,1.98,2.37,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.229999999999997,7,2.8899999999999997,0.685121107266436
84749,2009-07-22,367.0,1600027527,5.0,4.0,4.0,15.95,3.19,3.19,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.229999999999997,7,2.8899999999999997,1.1038062283737025
84750,2009-07-22,367.0,1600027528,31.0,25.0,12.0,142.29,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.229999999999997,7,2.8899999999999997,1.5882352941176472
84751,2009-07-22,367.0,1600027564,19.0,16.0,15.0,51.11,2.69,3.07,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.229999999999997,7,2.8899999999999997,0.9307958477508651
84752,2009-07-22,367.0,3000006340,3.0,3.0,2.0,8.16,2.72,2.72,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.229999999999997,7,2.8899999999999997,0.9411764705882355
84758,2009-07-22,367.0,3800031829,18.0,15.0,5.0,58.32,3.24,3.29,1.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.229999999999997,7,2.8899999999999997,1.1211072664359865
88034,2009-07-29,367.0,1111085319,13.0,13.0,11.0,24.57,1.89,1.89,0.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.790000000000003,7,2.97,0.6363636363636362
88036,2009-07-29,367.0,1111085350,17.0,13.0,13.0,34.0,2.0,2.37,0.0,0.0,1.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.790000000000003,7,2.97,0.6734006734006733
88040,2009-07-29,367.0,1600027527,5.0,5.0,5.0,15.95,3.19,3.19,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.790000000000003,7,2.97,1.074074074074074
88041,2009-07-29,367.0,1600027528,35.0,27.0,12.0,160.65,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.790000000000003,7,2.97,1.5454545454545454
88042,2009-07-29,367.0,1600027564,21.0,16.0,8.0,66.99,3.19,3.19,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.790000000000003,7,2.97,1.074074074074074
88043,2009-07-29,367.0,3000006340,4.0,4.0,1.0,10.96,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.790000000000003,7,2.97,0.9225589225589226
88046,2009-07-29,367.0,3800031829,35.0,30.0,10.0,111.65,3.19,3.29,1.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.790000000000003,7,2.97,1.074074074074074
91308,2009-08-05,367.0,1111085319,15.0,14.0,14.0,24.9,1.66,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.419999999999998,7,2.917142857142857,0.5690499510284036
91310,2009-08-05,367.0,1111085350,8.0,8.0,8.0,19.12,2.39,2.39,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.419999999999998,7,2.917142857142857,0.8192948090107739
91314,2009-08-05,367.0,1600027527,2.0,2.0,2.0,6.38,3.19,3.19,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.419999999999998,7,2.917142857142857,1.093535749265426
91315,2009-08-05,367.0,1600027528,39.0,30.0,10.0,179.01,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.419999999999998,7,2.917142857142857,1.5734573947110677
91316,2009-08-05,367.0,1600027564,53.0,49.0,42.0,138.86,2.62,3.19,0.0,1.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.419999999999998,7,2.917142857142857,0.8981390793339864
91317,2009-08-05,367.0,3000006340,5.0,5.0,3.0,13.7,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.419999999999998,7,2.917142857142857,0.9392752203721844
91321,2009-08-05,367.0,3800031829,32.0,29.0,15.0,103.36,3.23,3.23,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.419999999999998,7,2.917142857142857,1.1072477962781588
94618,2009-08-12,367.0,1111085319,32.0,31.0,30.0,51.84,1.62,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.23,7,2.89,0.5605536332179931
94620,2009-08-12,367.0,1111085350,26.0,23.0,23.0,62.14,2.39,2.39,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.23,7,2.89,0.8269896193771626
94624,2009-08-12,367.0,1600027527,21.0,20.0,20.0,65.73,3.13,3.13,0.0,0.0,0.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.23,7,2.89,1.0830449826989619
94625,2009-08-12,367.0,1600027528,33.0,24.0,8.0,151.47,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.23,7,2.89,1.588235294117647
94626,2009-08-12,367.0,1600027564,24.0,23.0,18.0,59.28,2.47,3.19,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,20.23,7,2.89,0.8546712802768166
94628,2009-08-12,367.0,3000006340,2.0,2.0,1.0,5.48,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,20.23,7,2.89,0.9480968858131488
94633,2009-08-12,367.0,3800031829,26.0,24.0,17.0,85.54,3.29,3.29,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,20.23,7,2.89,1.1384083044982698
97944,2009-08-19,367.0,1111085319,22.0,22.0,21.0,36.08,1.64,1.89,1.0,0.0,0.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,18.84,7,2.6914285714285713,0.6093418259023354
97946,2009-08-19,367.0,1111085350,22.0,22.0,22.0,49.72,2.26,2.26,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,18.84,7,2.6914285714285713,0.8397027600849256
97950,2009-08-19,367.0,1600027527,16.0,16.0,16.0,42.72,2.67,3.13,0.0,0.0,1.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.84,7,2.6914285714285713,0.9920382165605096
97951,2009-08-19,367.0,1600027528,27.0,18.0,10.0,123.93,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.84,7,2.6914285714285713,1.7054140127388535
97952,2009-08-19,367.0,1600027564,26.0,24.0,21.0,42.9,1.65,3.19,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.84,7,2.6914285714285713,0.6130573248407644
97954,2009-08-19,367.0,3000006340,3.0,3.0,2.0,8.22,2.74,2.74,0.0,0.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,18.84,7,2.6914285714285713,1.0180467091295118
97958,2009-08-19,367.0,3800031829,22.0,17.0,9.0,72.38,3.29,3.29,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,18.84,7,2.6914285714285713,1.2223991507430998
101248,2009-08-26,367.0,1111085319,16.0,16.0,16.0,26.72,1.67,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,18.9,7,2.6999999999999997,0.6185185185185186
101250,2009-08-26,367.0,1111085350,18.0,16.0,16.0,42.66,2.37,2.37,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,18.9,7,2.6999999999999997,0.8777777777777779
101254,2009-08-26,367.0,1600027527,14.0,15.0,15.0,39.48,2.82,3.13,0.0,0.0,1.0,GM HONEY NUT CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.9,7,2.6999999999999997,1.0444444444444445
101255,2009-08-26,367.0,1600027528,43.0,37.0,15.0,197.37,4.59,4.59,0.0,0.0,0.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.9,7,2.6999999999999997,1.7000000000000002
101256,2009-08-26,367.0,1600027564,24.0,23.0,18.0,49.44,2.06,3.19,0.0,0.0,1.0,GM CHEERIOS,COLD CEREAL,ALL FAMILY CEREAL,18.9,7,2.6999999999999997,0.7629629629629631
101258,2009-08-26,367.0,3000006340,27.0,21.0,18.0,56.7,2.1,2.74,1.0,1.0,0.0,QKER LIFE ORIGINAL,COLD CEREAL,ALL FAMILY CEREAL,18.9,7,2.6999999999999997,0.7777777777777779
101264,2009-08-26,367.0,3800031829,38.0,32.0,14.0,125.02,3.29,3.29,0.0,0.0,0.0,KELL BITE SIZE MINI WHEAT,COLD CEREAL,ALL FAMILY CEREAL,18.9,7,2.6999999999999997,1.2185185185185186
104540,2009-09-02,367.0,1111085319,13.0,13.0,13.0,21.58,1.66,1.89,0.0,0.0,1.0,PL HONEY NUT TOASTD OATS,COLD CEREAL,ALL FAMILY CEREAL,20.24,7,2.891428571428571,0.5741106719367589
104542,2009-09-02,367.0,1111085350,11.0,8.0,8.0,26.29,2.39,2.39,0.0,0.0,0.0,PL BT SZ FRSTD SHRD WHT,COLD CEREAL,ALL FAMILY CEREAL,20.24,7,2.891428571428571,0.8265810276679844
