quarter_ending,HSC_trust,specialty,program,0-6_weeks,>6-13_weeks,>13-21_weeks,>21-26_weeks,>26-52_weeks,>52_weeks,>26-30_weeks
30-Jun-08,Belfast,Oral Surgery,Acute Services,29,55,17,0,0,,--
30-Jun-08,Belfast,Paediatric Dentistry,Acute Services,20,13,9,0,0,,--
30-Jun-08,Belfast,Neurosurgery,Acute Services,45,34,9,0,0,,--
30-Jun-08,Belfast,Plastic Surgery,Acute Services,56,35,37,1,0,,--
30-Jun-08,Belfast,Paediatric Surgery,Acute Services,81,59,33,0,0,,--
30-Jun-08,Belfast,Thoracic Surgery,Acute Services,8,6,1,0,0,,--
30-Jun-08,Belfast,Accident & Emergency,Acute Services,21,3,1,0,0,,--
30-Jun-08,Belfast,Anaesthetics,Acute Services,21,23,8,0,0,,--
30-Jun-08,Belfast,Pain Management,Acute Services,181,98,54,0,0,,--
30-Jun-08,Belfast,General Medicine,Acute Services,342,242,54,0,0,,--
30-Jun-08,Belfast,Gastroenterology,Acute Services,506,423,200,0,0,,--
30-Jun-08,Belfast,Endocrinology,Acute Services,18,3,0,0,0,,--
30-Jun-08,Belfast,Cardiology,Acute Services,192,76,15,0,0,,--
30-Jun-08,Belfast,Dermatology,Acute Services,37,12,2,0,0,,--
30-Jun-08,Belfast,Thoracic Medicine,Acute Services,1,0,0,0,0,,--
30-Jun-08,Belfast,Nephrology,Acute Services,24,23,5,0,0,,--
30-Jun-08,Belfast,Neurology,Acute Services,29,5,3,0,0,,--
30-Jun-08,Belfast,Rheumatology,Acute Services,4,2,1,0,0,,--
30-Jun-08,Belfast,Gynaecology,Acute Services,211,149,52,0,0,,--
30-Jun-08,Belfast,GP Other,Acute Services,10,0,0,0,0,,--
30-Jun-08,Belfast,Radiology,Acute Services,17,10,0,0,0,,--
30-Jun-08,Northern,General Surgery,Acute Services,991,575,166,0,0,,--
30-Jun-08,Northern,Urology,Acute Services,120,40,17,0,0,,--
30-Jun-08,Northern,ENT,Acute Services,112,41,9,0,0,,--
30-Jun-08,Northern,Oral Surgery,Acute Services,5,11,1,0,0,,--
30-Jun-08,Northern,Pain Management,Acute Services,99,94,77,0,0,,--
30-Jun-08,Northern,General Medicine,Acute Services,215,110,47,0,0,,--
30-Jun-08,Northern,Gastroenterology,Acute Services,466,374,121,0,0,,--
30-Jun-08,Northern,Cardiology,Acute Services,0,1,0,0,0,,--
30-Jun-08,Northern,Dermatology,Acute Services,51,27,15,0,0,,--
30-Jun-08,Northern,Rheumatology,Acute Services,1,0,0,0,0,,--
30-Jun-08,Northern,Gynaecology,Acute Services,195,132,31,0,0,,--
30-Jun-08,Northern,GP Other,Acute Services,92,17,1,0,0,,--
30-Jun-08,South Eastern,General Surgery,Acute Services,801,309,29,0,0,,--
30-Jun-08,South Eastern,Urology,Acute Services,220,151,6,0,0,,--
30-Jun-08,South Eastern,T & O Surgery,Acute Services,10,1,1,0,0,,--
30-Jun-08,South Eastern,ENT,Acute Services,63,54,6,0,0,,--
30-Jun-08,South Eastern,Ophthalmology,Acute Services,90,131,21,0,0,,--
30-Jun-08,South Eastern,Oral Surgery,Acute Services,16,24,13,0,0,,--
30-Jun-08,South Eastern,Neurosurgery,Acute Services,1,5,1,0,0,,--
30-Jun-08,South Eastern,Plastic Surgery,Acute Services,125,113,40,0,0,,--
30-Jun-08,South Eastern,Paediatric Surgery,Acute Services,51,28,4,0,0,,--
30-Jun-08,South Eastern,Pain Management,Acute Services,17,9,2,0,0,,--
30-Jun-08,South Eastern,General Medicine,Acute Services,503,219,54,0,0,,--
30-Jun-08,South Eastern,Cardiology,Acute Services,23,6,0,0,0,,--
30-Jun-08,South Eastern,Dermatology,Acute Services,117,8,2,0,0,,--
30-Jun-08,South Eastern,Paediatrics,Acute Services,18,0,0,0,0,,--
30-Jun-08,South Eastern,Gynaecology,Acute Services,168,96,14,0,0,,--
30-Jun-08,South Eastern,GP Other,Acute Services,7,1,0,0,0,,--
30-Jun-08,South Eastern,Geriatric Medicine,Elderly Care,64,5,0,0,0,,--
30-Jun-08,Southern,General Surgery,Acute Services,678,660,181,0,0,,--
30-Jun-08,Southern,Urology,Acute Services,159,150,63,0,0,,--
30-Jun-08,Southern,T & O Surgery,Acute Services,30,42,9,0,0,,--
30-Jun-08,Southern,ENT,Acute Services,90,104,21,0,0,,--
30-Jun-08,Southern,Ophthalmology,Acute Services,78,52,6,0,0,,--
30-Jun-08,Southern,Oral Surgery,Acute Services,13,20,6,0,0,,--
30-Jun-08,Southern,Paediatric Dentistry,Acute Services,15,5,0,0,0,,--
30-Jun-08,Southern,Pain Management,Acute Services,29,36,23,0,0,,--
30-Jun-08,Southern,General Medicine,Acute Services,58,27,14,0,0,,--
30-Jun-08,Southern,Gastroenterology,Acute Services,217,173,96,0,0,,--
30-Jun-08,Southern,Haematology (Clinical),Acute Services,30,1,0,0,0,,--
30-Jun-08,Southern,Palliative Medicine,Acute Services,1,0,0,0,0,,--
30-Jun-08,Southern,Cardiology,Acute Services,106,85,90,0,0,,--
30-Jun-08,Southern,Dermatology,Acute Services,19,19,4,0,0,,--
30-Jun-08,Southern,Thoracic Medicine,Acute Services,5,4,1,0,0,,--
30-Jun-08,Southern,Neurology,Acute Services,2,0,0,0,0,,--
30-Jun-08,Southern,Rheumatology,Acute Services,121,188,154,0,0,,--
30-Jun-08,Southern,Paediatrics,Acute Services,1,0,0,0,0,,--
30-Jun-08,Southern,Gynaecology,Acute Services,165,158,96,0,0,,--
30-Jun-08,Southern,GP Other,Acute Services,83,10,1,0,0,,--
30-Jun-08,Southern,Clinical Oncology,Acute Services,7,1,0,0,0,,--
30-Jun-08,Western,General Surgery,Acute Services,683,388,53,0,0,,--
30-Jun-08,Western,Urology,Acute Services,118,55,10,0,0,,--
30-Jun-08,Western,T & O Surgery,Acute Services,93,71,33,0,0,,--
30-Jun-08,Western,ENT,Acute Services,83,47,15,0,0,,--
30-Jun-08,Western,Ophthalmology,Acute Services,360,243,15,0,0,,--
30-Jun-08,Western,Oral Surgery,Acute Services,102,32,2,0,0,,--
30-Jun-08,Western,Pain Management,Acute Services,56,30,19,0,0,,--
30-Jun-08,Western,General Medicine,Acute Services,644,283,68,0,0,,--
30-Jun-08,Western,Cardiology,Acute Services,31,8,0,0,0,,--
30-Jun-08,Western,Paediatrics,Acute Services,9,1,0,0,0,,--
30-Jun-08,Western,Gynaecology,Acute Services,208,101,22,0,0,,--
30-Jun-08,Western,GP Other,Acute Services,48,0,0,0,0,,--
30-Sep-08,Belfast,General Surgery,Acute Services,330,200,78,0,0,,--
30-Sep-08,Belfast,Urology,Acute Services,418,247,62,0,0,,--
30-Sep-08,Belfast,T & O Surgery,Acute Services,239,341,77,0,0,,--
30-Sep-08,Belfast,ENT,Acute Services,115,105,43,0,0,,--
30-Sep-08,Belfast,Ophthalmology,Acute Services,855,"1,054",754,0,0,,--
30-Sep-08,Belfast,Oral Surgery,Acute Services,31,48,20,0,0,,--
30-Sep-08,Belfast,Paediatric Dentistry,Acute Services,28,13,2,0,0,,--
30-Sep-08,Belfast,Neurosurgery,Acute Services,32,26,24,0,0,,--
30-Sep-08,Belfast,Plastic Surgery,Acute Services,52,48,34,0,1,,--
30-Sep-08,Belfast,Paediatric Surgery,Acute Services,67,29,14,1,2,,--
30-Sep-08,Belfast,Thoracic Surgery,Acute Services,16,4,0,0,0,,--
30-Sep-08,Belfast,Accident & Emergency,Acute Services,19,18,6,0,0,,--
30-Sep-08,Belfast,Pain Management,Acute Services,198,161,64,0,0,,--
30-Sep-08,Belfast,General Medicine,Acute Services,325,220,124,0,0,,--
30-Sep-08,Belfast,Gastroenterology,Acute Services,487,352,203,0,0,,--
30-Sep-08,Belfast,Endocrinology,Acute Services,14,6,1,0,0,,--
30-Sep-08,Belfast,Cardiology,Acute Services,151,72,6,0,0,,--
30-Sep-08,Belfast,Dermatology,Acute Services,51,29,12,0,0,,--
30-Sep-08,Belfast,Thoracic Medicine,Acute Services,0,1,0,0,0,,--
30-Sep-08,Belfast,Nephrology,Acute Services,36,26,1,0,0,,--
30-Sep-08,Belfast,Neurology,Acute Services,8,7,4,0,0,,--
30-Sep-08,Belfast,Rheumatology,Acute Services,1,0,1,0,0,,--
30-Sep-08,Belfast,Paediatrics,Acute Services,1,0,0,0,0,,--
30-Sep-08,Belfast,Gynaecology,Acute Services,189,144,70,0,0,,--
30-Sep-08,Belfast,Radiology,Acute Services,18,5,0,0,0,,--
30-Sep-08,Northern,General Surgery,Acute Services,"1,002",500,186,0,0,,--
30-Sep-08,Northern,Urology,Acute Services,90,94,13,0,0,,--
30-Sep-08,Northern,ENT,Acute Services,110,33,24,0,0,,--
30-Sep-08,Northern,Oral Surgery,Acute Services,14,6,5,0,0,,--
30-Sep-08,Northern,Orthodontics,Acute Services,0,3,0,0,0,,--
30-Sep-08,Northern,Pain Management,Acute Services,113,67,73,0,0,,--
30-Sep-08,Northern,General Medicine,Acute Services,203,96,46,0,0,,--
30-Sep-08,Northern,Gastroenterology,Acute Services,492,289,192,0,0,,--
30-Sep-08,Northern,Cardiology,Acute Services,6,7,0,0,0,,--
30-Sep-08,Northern,Dermatology,Acute Services,81,42,21,0,0,,--
30-Sep-08,Northern,Rheumatology,Acute Services,1,0,0,0,0,,--
30-Sep-08,Northern,Gynaecology,Acute Services,189,115,44,0,0,,--
30-Sep-08,Northern,GP Other,Acute Services,76,11,2,0,0,,--
30-Sep-08,South Eastern,General Surgery,Acute Services,671,281,88,0,0,,--
30-Sep-08,South Eastern,Urology,Acute Services,208,105,44,0,0,,--
30-Sep-08,South Eastern,T & O Surgery,Acute Services,6,1,0,0,0,,--
30-Sep-08,South Eastern,ENT,Acute Services,46,55,14,0,0,,--
30-Sep-08,South Eastern,Ophthalmology,Acute Services,82,93,34,0,0,,--
30-Sep-08,South Eastern,Oral Surgery,Acute Services,23,19,5,0,0,,--
30-Sep-08,South Eastern,Neurosurgery,Acute Services,1,7,6,0,0,,--
30-Sep-08,South Eastern,Plastic Surgery,Acute Services,143,82,21,0,0,,--
30-Sep-08,South Eastern,Paediatric Surgery,Acute Services,32,34,10,0,0,,--
30-Sep-08,South Eastern,Pain Management,Acute Services,16,9,0,0,0,,--
30-Sep-08,South Eastern,General Medicine,Acute Services,366,225,108,0,0,,--
30-Sep-08,South Eastern,Haematology (Clinical),Acute Services,3,0,0,0,0,,--
30-Sep-08,South Eastern,Cardiology,Acute Services,13,7,3,0,0,,--
30-Sep-08,South Eastern,Dermatology,Acute Services,82,16,0,0,0,,--
30-Sep-08,South Eastern,Paediatrics,Acute Services,16,0,0,0,0,,--
30-Sep-08,South Eastern,Gynaecology,Acute Services,166,76,7,0,0,,--
30-Sep-08,South Eastern,GP Other,Acute Services,23,1,0,0,0,,--
30-Sep-08,South Eastern,Geriatric Medicine,Elderly Care,52,0,18,0,0,,--
30-Sep-08,Southern,General Surgery,Acute Services,609,472,342,0,0,,--
30-Sep-08,Southern,Urology,Acute Services,172,142,86,0,0,,--
30-Sep-08,Southern,T & O Surgery,Acute Services,38,14,12,0,0,,--
30-Sep-08,Southern,ENT,Acute Services,69,78,40,0,0,,--
30-Sep-08,Southern,Ophthalmology,Acute Services,66,47,34,0,0,,--
30-Sep-08,Southern,Oral Surgery,Acute Services,17,22,6,0,0,,--
30-Sep-08,Southern,Paediatric Dentistry,Acute Services,10,5,0,0,0,,--
30-Sep-08,Southern,Pain Management,Acute Services,19,37,26,0,0,,--
30-Sep-08,Southern,General Medicine,Acute Services,63,23,19,0,0,,--
30-Sep-08,Southern,Gastroenterology,Acute Services,191,146,135,0,0,,--
30-Sep-08,Southern,Haematology (Clinical),Acute Services,23,2,0,0,0,,--
30-Sep-08,Southern,Cardiology,Acute Services,130,85,47,0,0,,--
30-Sep-08,Southern,Dermatology,Acute Services,38,32,29,0,0,,--
30-Sep-08,Southern,Thoracic Medicine,Acute Services,10,4,1,0,0,,--
30-Sep-08,Southern,Neurology,Acute Services,7,2,0,0,0,,--
30-Sep-08,Southern,Rheumatology,Acute Services,136,159,130,0,0,,--
30-Sep-08,Southern,Gynaecology,Acute Services,138,124,106,0,0,,--
30-Sep-08,Southern,GP Other,Acute Services,92,8,1,0,0,,--
30-Sep-08,Southern,Clinical Oncology,Acute Services,9,1,0,0,0,,--
30-Sep-08,Western,General Surgery,Acute Services,747,368,170,0,0,,--
30-Sep-08,Western,Urology,Acute Services,176,87,34,0,0,,--
30-Sep-08,Western,T & O Surgery,Acute Services,100,78,46,0,0,,--
30-Sep-08,Western,ENT,Acute Services,58,21,5,0,0,,--
30-Sep-08,Western,Ophthalmology,Acute Services,373,285,42,0,0,,--
30-Sep-08,Western,Oral Surgery,Acute Services,182,37,7,0,0,,--
30-Sep-08,Western,Pain Management,Acute Services,56,27,10,0,0,,--
30-Sep-08,Western,General Medicine,Acute Services,527,395,89,0,0,,--
30-Sep-08,Western,Cardiology,Acute Services,42,10,3,0,0,,--
30-Sep-08,Western,Dermatology,Acute Services,2,0,0,0,0,,--
30-Sep-08,Western,Paediatrics,Acute Services,7,1,3,0,0,,--
30-Sep-08,Western,Gynaecology,Acute Services,186,122,32,0,0,,--
30-Sep-08,Western,GP Other,Acute Services,53,1,0,0,0,,--
31-Dec-08,Belfast,General Surgery,Acute Services,410,353,40,0,0,,--
31-Dec-08,Belfast,Urology,Acute Services,410,356,39,0,0,,--
31-Dec-08,Belfast,T & O Surgery,Acute Services,246,239,27,2,0,,--
31-Dec-08,Belfast,ENT,Acute Services,133,103,16,0,0,,--
31-Dec-08,Belfast,Ophthalmology,Acute Services,"1,100","1,041",616,0,0,,--
31-Dec-08,Belfast,Oral Surgery,Acute Services,27,17,4,0,0,,--
31-Dec-08,Belfast,Paediatric Dentistry,Acute Services,32,19,1,0,0,,--
31-Dec-08,Belfast,Neurosurgery,Acute Services,24,41,19,0,0,,--
31-Dec-08,Belfast,Plastic Surgery,Acute Services,46,57,25,2,1,,--
31-Dec-08,Belfast,Paediatric Surgery,Acute Services,56,39,3,2,3,,--
31-Dec-08,Belfast,Thoracic Surgery,Acute Services,7,3,0,0,0,,--
31-Dec-08,Belfast,Accident & Emergency,Acute Services,26,24,6,0,0,,--
31-Dec-08,Belfast,Pain Management,Acute Services,199,204,26,0,0,,--
31-Dec-08,Belfast,General Medicine,Acute Services,357,301,62,0,0,,--
31-Dec-08,Belfast,Gastroenterology,Acute Services,509,326,51,0,0,,--
31-Dec-08,Belfast,Endocrinology,Acute Services,11,1,0,0,0,,--
31-Dec-08,Belfast,Cardiology,Acute Services,158,112,8,0,0,,--
31-Dec-08,Belfast,Dermatology,Acute Services,35,32,12,0,0,,--
31-Dec-08,Belfast,Thoracic Medicine,Acute Services,0,1,0,0,0,,--
31-Dec-08,Belfast,Nephrology,Acute Services,19,27,22,0,0,,--
31-Dec-08,Belfast,Gynaecology,Acute Services,197,175,45,0,0,,--
31-Dec-08,Belfast,Radiology,Acute Services,8,5,2,0,0,,--
31-Dec-08,Northern,General Surgery,Acute Services,968,787,232,26,1,,--
31-Dec-08,Northern,Urology,Acute Services,160,81,29,6,0,,--
31-Dec-08,Northern,ENT,Acute Services,74,60,35,0,0,,--
31-Dec-08,Northern,Oral Surgery,Acute Services,9,4,1,0,0,,--
31-Dec-08,Northern,Pain Management,Acute Services,77,110,35,0,0,,--
31-Dec-08,Northern,General Medicine,Acute Services,207,100,40,0,0,,--
31-Dec-08,Northern,Gastroenterology,Acute Services,448,415,169,21,0,,--
31-Dec-08,Northern,Cardiology,Acute Services,10,2,0,0,0,,--
31-Dec-08,Northern,Dermatology,Acute Services,62,63,8,0,0,,--
31-Dec-08,Northern,Gynaecology,Acute Services,287,236,55,6,0,,--
31-Dec-08,Northern,GP Other,Acute Services,59,7,2,0,0,,--
31-Dec-08,South Eastern,General Surgery,Acute Services,724,402,34,0,0,,--
31-Dec-08,South Eastern,Urology,Acute Services,203,131,18,0,0,,--
31-Dec-08,South Eastern,T & O Surgery,Acute Services,6,0,0,0,0,,--
31-Dec-08,South Eastern,ENT,Acute Services,43,50,6,0,0,,--
31-Dec-08,South Eastern,Ophthalmology,Acute Services,87,78,2,0,0,,--
31-Dec-08,South Eastern,Oral Surgery,Acute Services,21,10,7,0,0,,--
31-Dec-08,South Eastern,Neurosurgery,Acute Services,0,1,0,0,0,,--
31-Dec-08,South Eastern,Plastic Surgery,Acute Services,199,89,30,0,0,,--
31-Dec-08,South Eastern,Paediatric Surgery,Acute Services,32,26,0,0,0,,--
31-Dec-08,South Eastern,Pain Management,Acute Services,25,9,0,0,0,,--
31-Dec-08,South Eastern,General Medicine,Acute Services,420,239,76,0,0,,--
31-Dec-08,South Eastern,Haematology (Clinical),Acute Services,3,0,0,0,0,,--
31-Dec-08,South Eastern,Cardiology,Acute Services,33,19,1,0,0,,--
31-Dec-08,South Eastern,Dermatology,Acute Services,93,42,2,0,0,,--
31-Dec-08,South Eastern,Paediatrics,Acute Services,39,3,0,0,0,,--
31-Dec-08,South Eastern,Gynaecology,Acute Services,184,122,0,0,0,,--
31-Dec-08,South Eastern,GP Other,Acute Services,22,1,1,0,0,,--
31-Dec-08,South Eastern,Geriatric Medicine,Elderly Care,46,5,0,0,0,,--
31-Dec-08,Southern,General Surgery,Acute Services,642,497,45,0,0,,--
31-Dec-08,Southern,Urology,Acute Services,142,184,27,0,0,,--
31-Dec-08,Southern,T & O Surgery,Acute Services,52,18,6,0,0,,--
31-Dec-08,Southern,ENT,Acute Services,69,74,8,0,0,,--
31-Dec-08,Southern,Ophthalmology,Acute Services,84,38,6,0,0,,--
31-Dec-08,Southern,Oral Surgery,Acute Services,16,19,6,0,0,,--
31-Dec-08,Southern,Paediatric Dentistry,Acute Services,9,12,0,0,0,,--
31-Dec-08,Southern,Pain Management,Acute Services,31,12,9,0,0,,--
31-Dec-08,Southern,General Medicine,Acute Services,41,34,17,0,0,,--
31-Dec-08,Southern,Gastroenterology,Acute Services,113,162,126,0,0,,--
31-Dec-08,Southern,Haematology (Clinical),Acute Services,14,2,2,0,0,,--
31-Dec-08,Southern,Cardiology,Acute Services,109,96,7,0,0,,--
31-Dec-08,Southern,Dermatology,Acute Services,26,37,12,0,0,,--
31-Dec-08,Southern,Thoracic Medicine,Acute Services,16,1,3,0,0,,--
31-Dec-08,Southern,Neurology,Acute Services,1,1,0,0,0,,--
31-Dec-08,Southern,Rheumatology,Acute Services,85,173,60,0,0,,--
31-Dec-08,Southern,Paediatrics,Acute Services,1,0,0,0,0,,--
31-Dec-08,Southern,Gynaecology,Acute Services,155,138,63,1,0,,--
31-Dec-08,Southern,GP Other,Acute Services,64,11,3,0,0,,--
31-Dec-08,Southern,Clinical Oncology,Acute Services,2,1,0,0,0,,--
31-Dec-08,Western,General Surgery,Acute Services,634,464,125,0,0,,--
31-Dec-08,Western,Urology,Acute Services,198,108,61,0,0,,--
31-Dec-08,Western,T & O Surgery,Acute Services,88,90,41,0,0,,--
31-Dec-08,Western,ENT,Acute Services,75,21,1,0,0,,--
31-Dec-08,Western,Ophthalmology,Acute Services,360,261,31,0,0,,--
31-Dec-08,Western,Oral Surgery,Acute Services,190,113,7,0,0,,--
31-Dec-08,Western,Pain Management,Acute Services,38,68,9,0,0,,--
31-Dec-08,Western,General Medicine,Acute Services,581,326,52,0,0,,--
31-Dec-08,Western,Cardiology,Acute Services,50,14,3,0,0,,--
31-Dec-08,Western,Dermatology,Acute Services,3,0,0,0,0,,--
31-Dec-08,Western,Paediatrics,Acute Services,6,4,0,0,0,,--
31-Dec-08,Western,Gynaecology,Acute Services,167,138,5,0,0,,--
31-Dec-08,Western,GP Other,Acute Services,87,12,0,0,0,,--
31-Mar-09,Belfast,General Surgery,Acute Services,449,318,1,0,0,,--
31-Mar-09,Belfast,Urology,Acute Services,573,273,12,1,0,,--
31-Mar-09,Belfast,T & O Surgery,Acute Services,253,215,5,0,0,,--
31-Mar-09,Belfast,ENT,Acute Services,149,143,3,0,0,,--
31-Mar-09,Belfast,Ophthalmology,Acute Services,"1,040","1,132",57,21,7,,--
31-Mar-09,Belfast,Oral Surgery,Acute Services,49,30,0,0,0,,--
31-Mar-09,Belfast,Paediatric Dentistry,Acute Services,35,33,1,0,0,,--
31-Mar-09,Belfast,Neurosurgery,Acute Services,37,24,0,0,0,,--
31-Mar-09,Belfast,Plastic Surgery,Acute Services,47,36,5,1,2,,--
31-Mar-09,Belfast,Paediatric Surgery,Acute Services,66,20,0,0,0,,--
31-Mar-09,Belfast,Thoracic Surgery,Acute Services,12,2,0,0,0,,--
31-Mar-09,Belfast,Accident & Emergency,Acute Services,9,8,0,0,0,,--
31-Mar-09,Belfast,Pain Management,Acute Services,199,208,0,0,0,,--
31-Mar-09,Belfast,General Medicine,Acute Services,434,236,0,0,0,,--
31-Mar-09,Belfast,Gastroenterology,Acute Services,323,239,0,0,0,,--
31-Mar-09,Belfast,Endocrinology,Acute Services,8,1,0,0,0,,--
31-Mar-09,Belfast,Cardiology,Acute Services,166,106,1,0,0,,--
31-Mar-09,Belfast,Dermatology,Acute Services,23,17,0,0,0,,--
31-Mar-09,Belfast,Nephrology,Acute Services,27,23,0,0,0,,--
31-Mar-09,Belfast,Neurology,Acute Services,2,0,0,0,0,,--
31-Mar-09,Belfast,Paediatrics,Acute Services,1,8,1,0,0,,--
31-Mar-09,Belfast,Gynaecology,Acute Services,221,206,0,0,0,,--
31-Mar-09,Belfast,Radiology,Acute Services,15,0,0,0,0,,--
31-Mar-09,Northern,General Surgery,Acute Services,989,571,0,0,0,,--
31-Mar-09,Northern,Urology,Acute Services,146,92,0,0,0,,--
31-Mar-09,Northern,ENT,Acute Services,108,45,0,0,0,,--
31-Mar-09,Northern,Oral Surgery,Acute Services,12,0,0,0,0,,--
31-Mar-09,Northern,Pain Management,Acute Services,84,94,0,0,0,,--
31-Mar-09,Northern,General Medicine,Acute Services,238,123,0,0,0,,--
31-Mar-09,Northern,Gastroenterology,Acute Services,569,398,0,0,0,,--
31-Mar-09,Northern,Cardiology,Acute Services,12,2,0,0,0,,--
31-Mar-09,Northern,Dermatology,Acute Services,52,39,0,0,0,,--
31-Mar-09,Northern,Gynaecology,Acute Services,219,183,0,0,0,,--
31-Mar-09,Northern,GP Other,Acute Services,97,9,0,0,0,,--
31-Mar-09,South Eastern,General Surgery,Acute Services,715,408,0,0,0,,--
31-Mar-09,South Eastern,Urology,Acute Services,203,63,0,0,0,,--
31-Mar-09,South Eastern,T & O Surgery,Acute Services,6,1,0,0,0,,--
31-Mar-09,South Eastern,ENT,Acute Services,87,53,0,0,0,,--
31-Mar-09,South Eastern,Ophthalmology,Acute Services,78,79,0,0,0,,--
31-Mar-09,South Eastern,Oral Surgery,Acute Services,19,12,0,0,0,,--
31-Mar-09,South Eastern,Plastic Surgery,Acute Services,100,74,0,0,0,,--
31-Mar-09,South Eastern,Paediatric Surgery,Acute Services,40,17,0,0,0,,--
31-Mar-09,South Eastern,Pain Management,Acute Services,24,14,0,0,0,,--
31-Mar-09,South Eastern,General Medicine,Acute Services,480,169,0,0,0,,--
31-Mar-09,South Eastern,Haematology (Clinical),Acute Services,3,0,0,0,0,,--
31-Mar-09,South Eastern,Cardiology,Acute Services,41,12,0,0,0,,--
31-Mar-09,South Eastern,Dermatology,Acute Services,88,61,0,0,0,,--
31-Mar-09,South Eastern,Nephrology,Acute Services,1,0,0,0,0,,--
31-Mar-09,South Eastern,Neurology,Acute Services,1,0,0,0,0,,--
31-Mar-09,South Eastern,Paediatrics,Acute Services,11,0,0,0,0,,--
31-Mar-09,South Eastern,Gynaecology,Acute Services,192,102,0,0,0,,--
31-Mar-09,South Eastern,GP Other,Acute Services,22,0,0,0,0,,--
31-Mar-09,South Eastern,Clinical Oncology,Acute Services,3,0,0,0,0,,--
31-Mar-09,South Eastern,Geriatric Medicine,Elderly Care,37,2,0,0,0,,--
31-Mar-09,Southern,General Surgery,Acute Services,696,481,0,0,0,,--
31-Mar-09,Southern,Urology,Acute Services,178,104,0,0,0,,--
31-Mar-09,Southern,T & O Surgery,Acute Services,53,44,0,0,0,,--
31-Mar-09,Southern,ENT,Acute Services,116,84,0,0,0,,--
31-Mar-09,Southern,Ophthalmology,Acute Services,62,88,0,0,0,,--
31-Mar-09,Southern,Oral Surgery,Acute Services,15,9,0,0,0,,--
31-Mar-09,Southern,Paediatric Dentistry,Acute Services,4,6,0,0,0,,--
31-Mar-09,Southern,Pain Management,Acute Services,15,11,0,0,0,,--
31-Mar-09,Southern,General Medicine,Acute Services,36,59,0,0,0,,--
31-Mar-09,Southern,Gastroenterology,Acute Services,164,146,0,0,0,,--
31-Mar-09,Southern,Haematology (Clinical),Acute Services,26,1,0,0,0,,--
31-Mar-09,Southern,Cardiology,Acute Services,172,101,0,0,0,,--
