area_code,area,item_code,item,element_code,element,unit,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014
48,Costa Rica,414,"Beans, green",5312,Area harvested,ha,100,100,150,150,200,200,250,250,300,300,350,350,377,422,423
48,Costa Rica,414,"Beans, green",5419,Yield,hg/ha,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10024,10045,10064
48,Costa Rica,414,"Beans, green",5510,Production,tonnes,100,100,150,150,200,200,250,250,300,300,350,350,378,424,425
58,Ecuador,414,"Beans, green",5312,Area harvested,ha,13571,13255,17113,30376,28521,31091,21791,22745,17308,26492,27191,42864,30091,28320,17957
58,Ecuador,414,"Beans, green",5419,Yield,hg/ha,6225,7300,8149,4013,9040,9598,12003,8465,7913,4077,6624,4539,5289,3896,9944
58,Ecuador,414,"Beans, green",5510,Production,tonnes,8448,9676,13945,12189,25784,29842,26156,19254,13696,10800,18011,19456,15916,11033,17856
69,French Guiana,414,"Beans, green",5312,Area harvested,ha,280,283,307,259,225,178,130,125,120,141,145,151,210,157,105
69,French Guiana,414,"Beans, green",5419,Yield,hg/ha,111636,109185,106667,103491,100154,96459,90462,90240,91667,77517,70431,63453,47619,49731,59268
69,French Guiana,414,"Beans, green",5510,Production,tonnes,3128,3089,3270,2678,2252,1721,1176,1128,1100,1091,1023,957,1000,782,621
87,Guadeloupe,414,"Beans, green",5312,Area harvested,ha,85,85,107,70,45,90,85,90,80,83,80,79,70,78,79
87,Guadeloupe,414,"Beans, green",5419,Yield,hg/ha,122951,122801,121660,115714,200000,100000,117647,100000,100000,120911,121565,122077,142857,122883,122379
87,Guadeloupe,414,"Beans, green",5510,Production,tonnes,1047,1046,1300,810,900,900,1000,900,800,1000,970,968,1000,954,961
89,Guatemala,414,"Beans, green",5312,Area harvested,ha,944,950,1010,1042,1073,1000,1198,1295,1385,1489,1526,1600,1700,2100,2000
89,Guatemala,414,"Beans, green",5419,Yield,hg/ha,78359,78947,78791,79106,79627,80000,83191,86441,89830,94593,96887,101875,99706,100476,105000
89,Guatemala,414,"Beans, green",5510,Production,tonnes,7397,7500,7958,8241,8540,8000,9965,11197,12442,14086,14787,16300,16950,21100,21000
91,Guyana,414,"Beans, green",5312,Area harvested,ha,1560,660,100,660,550,290,540,570,520,1050,1600,1200,900,1000,1049
91,Guyana,414,"Beans, green",5419,Yield,hg/ha,80026,79682,74900,79818,80582,80069,79296,80158,79231,80000,79819,80208,68833,82700,78853
91,Guyana,414,"Beans, green",5510,Production,tonnes,12484,5259,749,5268,4432,2322,4282,4569,4120,8400,12771,9625,6195,8270,8268
135,Martinique,414,"Beans, green",5312,Area harvested,ha,150,147,142,137,125,100,80,54,50,39,42,42,43,45,47
135,Martinique,414,"Beans, green",5419,Yield,hg/ha,100000,90543,82190,72818,64000,60000,50000,41481,50000,51774,48962,47555,46512,45556,43519
135,Martinique,414,"Beans, green",5510,Production,tonnes,1500,1330,1168,1000,800,600,400,224,250,200,204,200,200,205,203
138,Mexico,414,"Beans, green",5312,Area harvested,ha,8975,9661,10888,9681,10471,10258,9988,9704,10068,9022,8928,7435,10459,9118,10300
138,Mexico,414,"Beans, green",5419,Yield,hg/ha,86768,94926,96467,99727,105277,95090,99390,100027,100427,84520,94526,93193,89701,89859,91022
138,Mexico,414,"Beans, green",5510,Production,tonnes,77874,91708,105033,96546,110236,97543,99271,97066,101110,76254,84393,69289,93818,81933,93753
170,Peru,414,"Beans, green",5312,Area harvested,ha,8704,7616,7542,6440,4417,3952,4000,4500,3497,3939,3882,3865,4019,4629,4586
170,Peru,414,"Beans, green",5419,Yield,hg/ha,24260,27700,32350,27396,31793,31771,31050,22667,29963,31721,31893,29697,42631,32304,32700
170,Peru,414,"Beans, green",5510,Production,tonnes,21116,21096,24398,17643,14043,12556,12420,10200,10478,12495,12381,11478,17133,14954,14996
177,Puerto Rico,414,"Beans, green",5312,Area harvested,ha,,,,8,8,8,9,10,9,9,9,9,9,9,9
177,Puerto Rico,414,"Beans, green",5419,Yield,hg/ha,,,,12500,12500,13750,12807,12000,12787,12851,12916,12983,13333,13105,13170
177,Puerto Rico,414,"Beans, green",5510,Production,tonnes,,,,10,10,11,11,12,12,12,12,12,12,12,12
207,Suriname,414,"Beans, green",5312,Area harvested,ha,36,36,40,48,69,100,198,149,119,97,108,97,97,155,205
207,Suriname,414,"Beans, green",5419,Yield,hg/ha,158333,151389,132500,145833,144928,150000,143838,155973,168067,141649,175648,159278,173814,143935,139659
207,Suriname,414,"Beans, green",5510,Production,tonnes,570,545,530,700,1000,1500,2848,2324,2000,1374,1897,1545,1686,2231,2863
231,United States of America,414,"Beans, green",5312,Area harvested,ha,22590,23590,20800,18530,16840,15870,17420,15920,15490,14060,17170,12189,13310,11710,11230
231,United States of America,414,"Beans, green",5419,Yield,hg/ha,53643,59423,57173,58921,57696,61172,55454,30258,28786,30989,32877,31766,41585,37669,40712
231,United States of America,414,"Beans, green",5510,Production,tonnes,121180,140180,118920,109180,97160,97080,96600,48170,44590,43570,56450,38719,55350,44110,45720
234,Uruguay,414,"Beans, green",5312,Area harvested,ha,360,365,370,400,370,400,401,407,420,388,364,315,325,336,340
234,Uruguay,414,"Beans, green",5419,Yield,hg/ha,30556,31507,32432,32500,36486,35000,33907,33953,35000,33729,33343,32966,30769,32659,32353
234,Uruguay,414,"Beans, green",5510,Production,tonnes,1100,1150,1200,1300,1350,1400,1358,1382,1470,1310,1214,1038,1000,1098,1100
33,Canada,558,Berries nes,5312,Area harvested,ha,,,,,,,,,,,,,,,
33,Canada,558,Berries nes,5510,Production,tonnes,19100,15830,16300,15900,14300,13710,12430,13470,12620,13510,12630,12880,12502,12394,12549
48,Costa Rica,558,Berries nes,5312,Area harvested,ha,50,50,50,50,50,50,50,50,55,49,50,50,60,51,49
48,Costa Rica,558,Berries nes,5419,Yield,hg/ha,200844,200000,200000,200000,200000,200000,200000,200000,163636,177442,176512,174360,150000,170587,171144
48,Costa Rica,558,Berries nes,5510,Production,tonnes,1004,1000,1000,1000,1000,1000,1000,1000,900,873,876,873,900,872,842
58,Ecuador,558,Berries nes,5312,Area harvested,ha,2800,3200,3400,3500,2252,3541,3500,3637,3350,3266,3314,3363,3412,3461,3511
58,Ecuador,558,Berries nes,5419,Yield,hg/ha,17857,18750,18235,18000,17411,18040,18000,18176,19502,19622,19519,19416,19312,19209,19106
58,Ecuador,558,Berries nes,5510,Production,tonnes,5000,6000,6200,6300,3921,6388,6300,6610,6533,6409,6469,6529,6589,6649,6709
138,Mexico,558,Berries nes,5312,Area harvested,ha,1153,990,1042,2001,2140,2654,3047,3237,6460,6666,6392,10724,11422,11889,12479
138,Mexico,558,Berries nes,5419,Yield,hg/ha,117381,116869,106689,138156,124752,132385,139472,136348,183316,173959,96305,126411,122398,108483,122543
138,Mexico,558,Berries nes,5510,Production,tonnes,13534,11570,11117,27645,26697,35135,42497,44136,118422,115961,61558,135563,139803,128976,152922
231,United States of America,558,Berries nes,5312,Area harvested,ha,3209,3063,3108,3023,2999,3023,3100,3055,3035,3035,3201,3263,3185,3239,3248
231,United States of America,558,Berries nes,5419,Yield,hg/ha,76896,73157,76474,70523,82281,81628,67894,103339,75624,81901,81347,81595,81779,82169,82559
231,United States of America,558,Berries nes,5510,Production,tonnes,24676,22408,23768,21319,24676,24676,21047,31570,22952,24857,26040,26625,26045,26619,26819
33,Canada,552,Blueberries,5312,Area harvested,ha,23921,25000,25817,27142,28162,29704,31485,30274,34109,34848,34277,38493,36929,37569,39083
33,Canada,552,Blueberries,5419,Yield,hg/ha,24679,27083,25123,28962,29227,23367,26212,25566,28003,29485,24375,27314,36351,31984,46638
33,Canada,552,Blueberries,5510,Production,tonnes,59035,67708,64861,78608,82310,69410,82530,77400,95516,102750,83550,105140,134240,120160,182275
138,Mexico,552,Blueberries,5312,Area harvested,ha,60,60,60,60,60,60,56,14,62,190,106,636,885,1290,1803
138,Mexico,552,Blueberries,5419,Yield,hg/ha,47500,63333,53333,49167,46667,43333,47143,87857,24194,83947,99906,105409,81254,78760,100006
138,Mexico,552,Blueberries,5510,Production,tonnes,285,380,320,295,280,260,264,123,150,1595,1059,6704,7191,10160,18031
170,Peru,552,Blueberries,5312,Area harvested,ha,,,,,,,,,,,32,280,500,1000,1000
170,Peru,552,Blueberries,5419,Yield,hg/ha,,,,,,,,,,,9375,11429,11200,18400,20000
170,Peru,552,Blueberries,5510,Production,tonnes,,,,,,,,,,,30,320,560,1840,2000
231,United States of America,552,Blueberries,5312,Area harvested,ha,16318,16361,16936,16864,17981,19713,22030,21619,24354,25807,28170,29137,30919,32796,34297
231,United States of America,552,Blueberries,5419,Yield,hg/ha,82391,74300,68136,72623,69322,68754,73835,76455,65001,64646,67066,67579,73709,75184,76549
231,United States of America,552,Blueberries,5510,Production,tonnes,134446,121563,115395,122471,124648,135534,162658,165289,158303,166831,188926,196905,227900,246573,262539
19,Bolivia (Plurinational State of),216,"Brazil nuts, with shell",5510,Production,tonnes,36000,38000,37523,38500,40000,40415,41000,42000,43232,45000,45000,45000,47000,47500,47500
21,Brazil,216,"Brazil nuts, with shell",5510,Production,tonnes,33431,28467,27389,28000,28500,30000,28806,30406,30815,37467,40357,42152,38805,39000,39000
170,Peru,216,"Brazil nuts, with shell",5312,Area harvested,ha,7800,8000,8200,9000,9300,9500,10800,11500,12000,12000,11500,11500,11300,11300,11300
170,Peru,216,"Brazil nuts, with shell",5419,Yield,hg/ha,5128,5000,4878,5333,4839,7158,5556,5217,5083,5000,5043,5043,4956,4956,4956
170,Peru,216,"Brazil nuts, with shell",5510,Production,tonnes,4000,4000,4000,4800,4500,6800,6000,6000,6100,6000,5800,5800,5600,5600,5600
9,Argentina,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,1550,1600,1600,1650,1650,1650,1660,1700,1700,1725,1750,1766,1800,1800,1803
9,Argentina,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,90323,90625,90625,90909,90909,90909,91566,91176,91176,90749,90205,89804,88889,88889,88975
9,Argentina,181,"Broad beans, horse beans, dry",5510,Production,tonnes,14000,14500,14500,15000,15000,15000,15200,15500,15500,15652,15786,15862,16000,16000,16041
9,Argentina,181,"Broad beans, horse beans, dry",5525,Seed,tonnes,238,238,245,245,245,245,245,245,266,252,252,252,252,252,
19,Bolivia (Plurinational State of),181,"Broad beans, horse beans, dry",5312,Area harvested,ha,13819,12983,12000,12500,13170,13215,13200,13395,13356,13354,13321,13271,13500,14000,13086
19,Bolivia (Plurinational State of),181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,10131,10243,10833,10800,10309,10234,10303,10128,10105,10060,10007,9932,9630,8929,9436
19,Bolivia (Plurinational State of),181,"Broad beans, horse beans, dry",5510,Production,tonnes,14000,13298,13000,13500,13577,13525,13600,13566,13496,13435,13331,13181,13000,12500,12348
19,Bolivia (Plurinational State of),181,"Broad beans, horse beans, dry",5525,Seed,tonnes,1700,1750,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,1775,
21,Brazil,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,41179,25086,31579,34792,36179,34452,36857,34797,41785,45276,27728,37132,20969,23469,21591
21,Brazil,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,3825,3113,3198,3719,3841,3826,4056,4521,4760,4572,2650,4492,2400,3390,3557
21,Brazil,181,"Broad beans, horse beans, dry",5510,Production,tonnes,15751,7809,10099,12939,13897,13181,14951,15731,19890,20702,7349,16680,5032,7957,7680
21,Brazil,181,"Broad beans, horse beans, dry",5525,Seed,tonnes,2639,2830,3041,3165,2990,3189,2985,3570,3862,2535,3164,2298,2171,2678,
33,Canada,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,6100,5200,5200,4800,6000,4000,8400,5700,0,0,0,0,0,0,
33,Canada,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,25246,19615,17500,17500,25500,24500,19048,19123,,,,,,,
33,Canada,181,"Broad beans, horse beans, dry",5510,Production,tonnes,15400,10200,9100,8400,15300,9800,16000,10900,0,0,0,0,0,0,
33,Canada,181,"Broad beans, horse beans, dry",5525,Seed,tonnes,520,520,480,600,480,840,610,610,,,,,,,
44,Colombia,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,2291,2144,1608,1887,1795,1938,2245,2217,2250,1656,1657,1887,2127,1175,1029
44,Colombia,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,64666,50835,20062,22851,55794,61754,59644,65183,64444,23448,21907,25564,39466,50843,46316
44,Colombia,181,"Broad beans, horse beans, dry",5510,Production,tonnes,14815,10899,3226,4312,10015,11968,13390,14451,14500,3883,3630,4824,8395,5974,4768
56,Dominican Republic,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,8000,8155,8265,8284,8347,8279,8377,8500,8837,9190,10400,10000,10500,10000,9617
56,Dominican Republic,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,13125,13304,13313,13302,13304,13306,13315,13235,13398,13689,13501,13409,13408,13408,13408
56,Dominican Republic,181,"Broad beans, horse beans, dry",5510,Production,tonnes,10500,10850,11004,11019,11104,11016,11155,11250,11840,12580,14041,13409,14079,13408,12895
58,Ecuador,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,8000,9015,16516,19068,17071,15029,14216,13606,11961,12907,8250,16175,13287,6333,6717
58,Ecuador,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,5000,4437,2920,2896,2521,2419,2674,3493,2808,2148,3018,3957,1684,3793,5891
58,Ecuador,181,"Broad beans, horse beans, dry",5510,Production,tonnes,4000,4000,4822,5522,4304,3635,3802,4752,3359,2772,2490,6401,2238,2402,3957
58,Ecuador,181,"Broad beans, horse beans, dry",5525,Seed,tonnes,475,850,991,983,827,746,723,753,671,516,981,981,981,981,
89,Guatemala,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,17000,16100,16100,15500,15500,15800,16381,20961,20961,20961,21032,21183,20827,21037,21037
89,Guatemala,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,7977,8509,8509,9032,9032,9177,9707,9159,9223,9255,10109,10908,12009,12187,12266
89,Guatemala,181,"Broad beans, horse beans, dry",5510,Production,tonnes,13561,13699,13700,14000,14000,14500,15901,19199,19333,19400,21261,23105,25011,25637,25805
89,Guatemala,181,"Broad beans, horse beans, dry",5525,Seed,tonnes,966,966,930,930,948,983,1258,1258,1258,1284,1299,1200,1200,1200,
91,Guyana,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,620,580,520,430,380,359,360,364,374,385,396,404,400,400,405
91,Guyana,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,5823,5810,5769,5814,5789,5852,5833,5918,5969,6014,6058,6099,6250,6250,6210
91,Guyana,181,"Broad beans, horse beans, dry",5510,Production,tonnes,361,337,300,250,220,210,210,215,223,232,240,246,250,250,252
91,Guyana,181,"Broad beans, horse beans, dry",5525,Seed,tonnes,29,26,22,19,20,18,19,20,20,17,19,20,20,20,
109,Jamaica,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,152,139,120,127,113,125,146,128,124,163,185,202,209,215,208
109,Jamaica,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,9737,10000,9833,10079,10265,10400,10679,10391,10081,10491,9622,10446,10718,10279,10433
109,Jamaica,181,"Broad beans, horse beans, dry",5510,Production,tonnes,148,139,118,128,116,130,156,133,125,171,178,211,224,221,217
109,Jamaica,181,"Broad beans, horse beans, dry",5525,Seed,tonnes,10,8,9,18,9,10,9,9,11,13,14,15,15,15,
138,Mexico,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,24062,23215,26583,24082,18959,19266,20013,21290,20818,18155,20330,14850,23141,25049,26467
138,Mexico,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,7240,8494,10450,11100,10687,11016,11327,11949,13144,10177,10076,6589,9971,13330,12495
138,Mexico,181,"Broad beans, horse beans, dry",5510,Production,tonnes,17422,19719,27779,26730,20262,21224,22669,25439,27363,18476,20485,9785,23073,33390,33071
138,Mexico,181,"Broad beans, horse beans, dry",5525,Seed,tonnes,755,872,749,632,622,625,719,638,744,628,596,747,839,840,
169,Paraguay,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,8387,10033,10500,10216,10498,14950,13070,15000,14000,14500,15601,18402,20454,22271,23950
169,Paraguay,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,8569,9126,8857,9545,9688,9498,8428,8667,8571,8621,8421,7432,6742,6365,6081
169,Paraguay,181,"Broad beans, horse beans, dry",5510,Production,tonnes,7187,9156,9300,9751,10170,14200,11015,13000,12000,12500,13137,13677,13789,14176,14563
169,Paraguay,181,"Broad beans, horse beans, dry",5525,Seed,tonnes,602,630,613,630,897,784,900,840,870,804,878,900,870,870,
170,Peru,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,41513,38770,38914,42492,40960,44923,46861,49336,52498,54672,53534,52003,55703,57477,58261
170,Peru,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,11757,11620,12443,12133,11530,11771,12281,12430,12250,12737,12536,12431,13231,13688,13928
170,Peru,181,"Broad beans, horse beans, dry",5510,Production,tonnes,48805,45050,48421,51556,47225,52881,57551,61325,64308,69634,67110,64646,73698,78673,81144
170,Peru,181,"Broad beans, horse beans, dry",5525,Seed,tonnes,1395,1290,1385,1475,1350,1510,2713,2887,3007,2944,2860,3071,3161,3161,
234,Uruguay,181,"Broad beans, horse beans, dry",5312,Area harvested,ha,350,350,390,380,360,383,380,380,400,410,389,376,350,350,360
234,Uruguay,181,"Broad beans, horse beans, dry",5419,Yield,hg/ha,22857,21429,20769,20526,21111,22171,23158,21053,21250,20244,20271,20131,20000,20000,20000
234,Uruguay,181,"Broad beans, horse beans, dry",5510,Production,tonnes,800,750,810,780,760,850,880,800,850,830,788,757,700,700,720
234,Uruguay,181,"Broad beans, horse beans, dry",5525,Seed,tonnes,42,47,46,43,45,46,46,50,49,41,45,42,42,42,
8,Antigua and Barbuda,358,Cabbages and other brassicas,5312,Area harvested,ha,25,25,26,28,30,29,30,30,30,30,31,31,30,32,33
8,Antigua and Barbuda,358,Cabbages and other brassicas,5419,Yield,hg/ha,50000,50315,50000,50000,50000,48113,47467,46804,45708,44920,44121,43316,41667,41760,41841
8,Antigua and Barbuda,358,Cabbages and other brassicas,5510,Production,tonnes,125,128,130,140,150,140,142,140,137,136,135,134,125,133,138
12,Bahamas,358,Cabbages and other brassicas,5312,Area harvested,ha,,,,,,,,,,,40,45,47,50,53
12,Bahamas,358,Cabbages and other brassicas,5419,Yield,hg/ha,,,,,,,,,,,269500,267333,269362,269031,268782
12,Bahamas,358,Cabbages and other brassicas,5510,Production,tonnes,,,,,,,,,,,1078,1203,1266,1337,1437
14,Barbados,358,Cabbages and other brassicas,5312,Area harvested,ha,38,35,22,29,14,20,30,11,20,13,3,12,12,9,15
14,Barbados,358,Cabbages and other brassicas,5419,Yield,hg/ha,210526,200000,227727,220690,300000,202500,214000,230909,219000,195385,209037,217842,211517,210726,209935
14,Barbados,358,Cabbages and other brassicas,5510,Production,tonnes,800,700,501,640,432,405,642,254,438,254,60,262,261,182,323
23,Belize,358,Cabbages and other brassicas,5312,Area harvested,ha,74,65,69,62,58,45,52,52,60,62,53,51,60,55,62
23,Belize,358,Cabbages and other brassicas,5419,Yield,hg/ha,249324,269077,278116,198871,296207,202222,284231,280962,288000,245484,258382,240000,306333,279818,287177
23,Belize,358,Cabbages and other brassicas,5510,Production,tonnes,1845,1749,1919,1233,1718,910,1478,1461,1728,1522,1378,1224,1838,1539,1767
17,Bermuda,358,Cabbages and other brassicas,5312,Area harvested,ha,12,13,13,13,13,13,13,13,13,13,14,14,13,13,13
17,Bermuda,358,Cabbages and other brassicas,5419,Yield,hg/ha,182874,175234,167594,161569,160989,160408,159828,159247,158667,158086,157506,156926,156345,155765,155782
17,Bermuda,358,Cabbages and other brassicas,5510,Production,tonnes,228,225,218,210,209,209,208,207,206,206,221,214,199,202,201
19,Bolivia (Plurinational State of),358,Cabbages and other brassicas,5312,Area harvested,ha,1360,1362,1365,549,553,557,561,565,570,574,540,544,540,523,526
19,Bolivia (Plurinational State of),358,Cabbages and other brassicas,5419,Yield,hg/ha,102941,102827,102637,107231,108336,109390,110392,111398,112386,106690,81906,80892,80829,83036,81244
