id,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,scheduled_delivery_date,delivered_to_client_date,product_group,sub_classification,vendor,item_id,item_description,brand,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,weight_kilograms,freight_cost_usd,line_item_insurance_usd
858,Tanzania,PMO - US,Direct Drop,CIP,Air,21-Apr-09,21-Apr-09,ARV,Adult,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),SKU0038,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs",Atripla,30,50000,2520000,50.4,1.68,"MSD, Haarlem, NL",4093,9339,4939.2
914,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,2-Mar-09,2-Mar-09,ANTM,Malaria,IDA FOUNDATION,SKU0043,"Quinine 600mg/2ml (as dihydrochloride), injection, 2ml x 100 Ampules",Generic,100,140,2731.4,19.51,0.2,Gland Pharma Ltd Pally Factory,5209,25405.22,5.35
937,Mozambique,PMO - US,Direct Drop,EXW,Air,23-Mar-09,23-Mar-09,HRDT,HIV test,"Trinity Biotech, Plc",SKU0009,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,20,5700,182400,32,1.6,"Trinity Biotech, Plc",1906,23914.8,357.5
960,Vietnam,PMO - US,Direct Drop,EXW,Air,10-Apr-09,10-Apr-09,ARV,Adult,Aurobindo Pharma Limited,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,5964,51350.04,8.61,0.14,"Aurobindo Unit III, India",3509,12835.2,100.65
961,Vietnam,PMO - US,Direct Drop,EXW,Air,10-Apr-09,10-Apr-09,ARV,Adult,Aurobindo Pharma Limited,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,21000,50400,2.4,0.04,"Aurobindo Unit III, India",See ASN-3562 (ID#:960),See ASN-3562 (ID#:960),98.78
962,Vietnam,PMO - US,Direct Drop,EXW,Air,23-Mar-09,23-Mar-09,ARV,Adult,CIPLA LIMITED,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,60,10560,72864,6.9,0.12,"Cipla, Goa, India",924,4225.93,142.81
979,Vietnam,PMO - US,Direct Drop,EXW,Air,16-Mar-09,16-Mar-09,ARV,Adult,Aurobindo Pharma Limited,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,2352,20250.72,8.61,0.14,"Aurobindo Unit III, India",211,892.5,39.69
985,Tanzania,PMO - US,Direct Drop,FCA,Air,28-May-09,28-May-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0042,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,300,524,21536.4,41.1,0.14,ABBVIE (Abbott) Logis. UK,644,6668.61,42.21
986,Tanzania,PMO - US,Direct Drop,FCA,Air,4-May-09,4-May-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0045,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Generic,60,2094,21526.32,10.28,0.17,ABBVIE Ludwigshafen Germany,237,Freight Included in Commodity Cost,42.19
993,Rwanda,PMO - US,Direct Drop,EXW,Air,28-Apr-09,28-Apr-09,HRDT,HIV test,Premier Medical Corporation Ltd.,SKU0013,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests",First Response,30,8249,185602.5,22.5,0.75,Premier Med. Corp Ltd. India,2800,12595.81,363.78
1037,Nigeria,PMO - US,Direct Drop,CIP,Air,30-Sep-09,30-Sep-09,ARV,Adult,BRISTOL-MYERS SQUIBB,SKU0032,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Videx EC,30,200,4734,23.67,0.79,"BMS Meymac, France",11,463,9.28
1046,Haiti,PMO - US,Direct Drop,CIP,Air,31-Mar-09,31-Mar-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,SKU0046,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Videx,60,80,760,9.5,0.16,"BMS Meymac, France",43,260,1.49
1047,Haiti,PMO - US,Direct Drop,CIP,Air,31-Mar-09,31-Mar-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,SKU0015,"Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Videx,200,32,402.88,12.59,0.06,"BMS Meymac, France",See ASN-3675 (ID#:1046),See ASN-3675 (ID#:1046),0.79
1048,Haiti,PMO - US,Direct Drop,FCA,Air,15-Apr-09,15-Apr-09,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0045,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Generic,60,46,472.88,10.28,0.17,ABBVIE Ludwigshafen Germany,10,893.22,0.93
1063,South Africa,PMO - US,Direct Drop,DDP,Air,31-Mar-09,2-Dec-08,ARV,Adult,S. BUYS WHOLESALER,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,3025,47522.75,15.71,0.52,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,93.14
1065,South Africa,PMO - US,Direct Drop,DDP,Air,7-Apr-09,3-Dec-08,ARV,Adult,S. BUYS WHOLESALER,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,3500,49840,14.24,0.47,"Cipla, Goa, India",Weight Captured Separately,Freight Included in Commodity Cost,97.69
1066,South Africa,PMO - US,Direct Drop,DDP,Air,7-Apr-09,3-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,SKU0005,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,240,1008,3588.48,3.56,0.01,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,7.03
1067,South Africa,PMO - US,Direct Drop,DDP,Air,5-May-09,23-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,SKU0023,"Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Zerit,200,960,1152,1.2,0.01,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,2.26
1068,South Africa,PMO - US,Direct Drop,DDP,Air,12-May-09,30-Dec-08,ARV,Pediatric,S. BUYS WHOLESALER,SKU0047,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Epivir,240,1800,10512,5.84,0.02,GSK Mississauga (Canada),Weight Captured Separately,Freight Included in Commodity Cost,20.6
1070,South Africa,PMO - US,Direct Drop,DDP,Air,31-Mar-09,21-Nov-08,ARV,Adult,S. BUYS WHOLESALER,SKU0004,"Stavudine 30mg, capsules, 60 Caps",Generic,60,1200,3384,2.82,0.05,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,6.63
1077,South Africa,PMO - US,Direct Drop,DDP,Air,25-Jun-09,21-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,SKU0048,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,240,346,1954.9,5.65,0.02,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,3.83
1078,South Africa,PMO - US,Direct Drop,DDP,Truck,25-Jun-09,5-Jun-09,ARV,Pediatric,S. BUYS WHOLESALER,SKU0049,"Efavirenz 50mg, capsule, 30 Caps",Generic,30,5300,16642,3.14,0.1,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,32.62
1079,South Africa,PMO - US,Direct Drop,DDP,Air,25-Jun-09,17-Jun-09,ARV,Pediatric,S. BUYS WHOLESALER,SKU0048,"Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,240,342,1932.3,5.65,0.02,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,3.79
1080,South Africa,PMO - US,Direct Drop,DDP,Truck,19-Aug-09,19-Aug-09,ARV,Adult,S. BUYS WHOLESALER,SKU0050,"Stavudine 15mg [Zerit], capsules, 60 Caps",Zerit,60,2700,10665,3.95,0.07,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,20.9
1084,South Africa,PMO - US,Direct Drop,DDP,Air,25-Jun-09,14-Apr-09,ARV,Adult,S. BUYS WHOLESALER,SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,120,3735,134385.3,35.98,0.3,ABBVIE Ludwigshafen Germany,Weight Captured Separately,Freight Included in Commodity Cost,263.4
1085,South Africa,PMO - US,Direct Drop,DDP,Air,25-Jun-09,29-Apr-09,ARV,Adult,S. BUYS WHOLESALER,SKU0051,"Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Retrovir,60,6000,80640,13.44,0.22,GSK Aranda,Weight Captured Separately,Freight Included in Commodity Cost,158.05
1086,South Africa,PMO - US,Direct Drop,DDP,Air,25-Jun-09,20-Apr-09,ARV,Adult,S. BUYS WHOLESALER,SKU0004,"Stavudine 30mg, capsules, 60 Caps",Generic,60,11672,35016,3,0.05,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,68.63
1095,Botswana,PMO - US,Direct Drop,EXW,Air,13-Nov-09,13-Nov-09,HRDT,HIV test,Orasure Technologies Inc.,SKU0018,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,100,20,7000,350,3.5,"Pacific Biotech, Thailand",48,1172.11,13.72
1109,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,30-Jun-09,30-Jun-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,120,10240,420864,41.1,0.34,ABBVIE Ludwigshafen Germany,2523,14806.48,824.89
1110,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,22-Jul-09,22-Jul-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0052,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Norvir,336,400,15344,38.36,0.11,ABBVIE (Abbott) Logis. UK,175,7642.97,30.07
1111,South Africa,PMO - US,Direct Drop,DDP,Truck,31-Jul-09,21-Apr-09,ARV,Pediatric,S. BUYS WHOLESALER,SKU0042,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,300,30,1080,36,0.12,ABBVIE (Abbott) Logis. UK,Weight Captured Separately,Freight Included in Commodity Cost,2.12
1114,South Africa,PMO - US,Direct Drop,DDP,Truck,15-May-09,17-Apr-09,ARV,Adult,S. BUYS WHOLESALER,SKU0053,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Truvada,30,80,2816,35.2,1.17,"Aspen-OSD, Port Elizabeth, SA",Weight Captured Separately,Freight Included in Commodity Cost,5.52
1115,South Africa,PMO - US,Direct Drop,DDP,Truck,15-May-09,23-Apr-09,ARV,Adult,S. BUYS WHOLESALER,SKU0014,"Zidovudine 300mg, tablets, 60 Tabs",Generic,60,1000,19770,19.77,0.33,"Aurobindo Unit III, India",Weight Captured Separately,3134.85,38.75
1122,Haiti,PMO - US,Direct Drop,EXW,Air,16-Sep-09,16-Sep-09,HRDT,HIV test,Orasure Technologies Inc.,SKU0018,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,100,60,21000,350,3.5,"Pacific Biotech, Thailand",144,3128.19,41.16
1134,Kenya,PMO - US,Direct Drop,EXW,Air,10-Jul-09,10-Jul-09,HRDT,HIV test,"Orgenics, Ltd",SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,100,7500,600000,80,0.8,Inverness Japan,2215,16835.31,1176
1140,Nigeria,PMO - US,Direct Drop,EXW,Air,18-Aug-09,18-Aug-09,HRDT,HIV test,"Orgenics, Ltd",SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,100,6395,511600,80,0.8,Inverness Japan,1915,24514.33,1002.74
1156,Rwanda,PMO - US,Direct Drop,CIP,Air,25-Jul-09,25-Jul-09,ARV,Adult,HETERO LABS LIMITED,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,55356,386384.88,6.98,0.23,Hetero Unit III Hyderabad IN,4482,37404.74,757.31
1162,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,15-Sep-09,15-Sep-09,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),SKU0025,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",Genie,40,1000,110000,110,2.75,Bio-Rad Laboratories,1101,8074.03,215.6
1179,Vietnam,PMO - US,Direct Drop,FCA,Air,17-Jul-09,17-Jul-09,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0052,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Norvir,336,8,613.76,76.72,0.23,ABBVIE (Abbott) France,48,3366.04,1.2
1183,Vietnam,PMO - US,Direct Drop,EXW,Air,10-Jul-09,10-Jul-09,ARV,Adult,Aurobindo Pharma Limited,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,3500,39025,11.15,0.19,"Aurobindo Unit III, India",1804,6341.88,76.49
1196,Botswana,PMO - US,Direct Drop,EXW,Air,12-Jun-09,10-Jul-09,HRDT,HIV test,Orasure Technologies Inc.,SKU0018,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,100,5,1750,350,3.5,"Pacific Biotech, Thailand",12,684.42,3.43
1198,Namibia,PMO - US,Direct Drop,EXW,Air,1-Sep-09,1-Sep-09,HRDT,HIV test,"Orgenics, Ltd",SKU0055,"HIV 1/2, Clearview Complete Kit, 25 Tests",Clearview,25,67,5025,75,3,Chembio Diagnostics Sys. Inc.,48,401.97,9.85
1213,Vietnam,PMO - US,Direct Drop,CIP,Air,28-Jul-09,28-Jul-09,ARV,Pediatric,BRISTOL-MYERS SQUIBB,SKU0028,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Videx,60,400,2800,7,0.12,"BMS Meymac, France",148,14.36,5.49
1215,Namibia,PMO - US,Direct Drop,EXW,Air,29-Jun-09,29-Jun-09,HRDT,HIV test,"Trinity Biotech, Plc",SKU0009,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,20,220,7040,32,1.6,"Trinity Biotech, Plc",79,1736.18,13.8
1221,South Africa,PMO - US,Direct Drop,DDP,Truck,28-Jul-09,28-Jul-09,ARV,Adult,S. BUYS WHOLESALER,SKU0056,"Ritonavir 100mg [Norvir], capsules, cool, 84 Caps",Norvir,84,50,490,9.8,0.12,ABBVIE (Abbott) Logis. UK,Weight Captured Separately,Freight Included in Commodity Cost,0.96
1222,South Africa,PMO - US,Direct Drop,DDP,Truck,12-Oct-09,5-Aug-09,ARV,Adult,S. BUYS WHOLESALER,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,5000,41300,8.26,0.14,"Aurobindo Unit III, India",Weight Captured Separately,Freight Included in Commodity Cost,80.95
1223,South Africa,PMO - US,Direct Drop,DDP,Truck,12-Oct-09,28-Jul-09,ARV,Pediatric,S. BUYS WHOLESALER,SKU0047,"Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Epivir,240,460,2838.2,6.17,0.03,GSK Mississauga (Canada),Weight Captured Separately,Freight Included in Commodity Cost,5.56
1245,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,27-Jun-06,27-Jun-06,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),SKU0025,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",Genie,40,147,11076.45,75.35,1.88,Bio-Rad Laboratories,165,1816.57,
1246,Côte d'Ivoire,PMO - US,Direct Drop,EXW,Air,14-Jul-06,14-Jul-06,HRDT,HIV test,Orasure Technologies Inc.,SKU0018,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,100,6,2400,400,4,"Pacific Biotech, Thailand",15,1039.5,
1251,Vietnam,PMO - US,Direct Drop,CIP,Air,16-Nov-06,16-Nov-06,ARV,Pediatric,BRISTOL-MYERS SQUIBB,SKU0028,"Didanosine 25mg [Videx], chewable tablets, 60 Tabs",Videx,60,2800,19600,7,0.12,"BMS Meymac, France",555,3292.15,
1262,Haiti,PMO - US,Direct Drop,EXW,Air,9-Nov-06,9-Nov-06,HRDT,HIV test,Orasure Technologies Inc.,SKU0018,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,100,15,6000,400,4,"Pacific Biotech, Thailand",36,1195.29,
1279,Zimbabwe,PMO - US,Direct Drop,CIP,Air,7-Nov-06,7-Nov-06,ARV,Adult,INTERNATIONAL HEALTHCARE DISTRIBUTORS,SKU0057,"Lopinavir/Ritonavir 133.3/33.3mg [Kaletra], capsules, cool, 2 x 90 Caps",Kaletra,180,260,11096.8,42.68,0.24,ABBVIE (Abbott) St. P'burg USA,135,Freight Included in Commodity Cost,
1281,Nigeria,PMO - US,Direct Drop,EXW,Air,7-Dec-06,7-Dec-06,ARV,Adult,Aurobindo Pharma Limited,SKU0003,"Lamivudine 150mg, tablets, 60 Tabs",Generic,60,894,2994.9,3.35,0.06,"Aurobindo Unit III, India",479,4861.14,
1282,Vietnam,PMO - US,Direct Drop,EXW,Air,14-Mar-07,14-Mar-07,ARV,Adult,CIPLA LIMITED,SKU0011,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Generic,60,25100,276100,11,0.18,"Cipla, Goa, India",2575,18772.94,
1283,Vietnam,PMO - US,Direct Drop,EXW,Air,14-Mar-07,14-Mar-07,ARV,Adult,STRIDES ARCOLAB LIMITED,SKU0004,"Stavudine 30mg, capsules, 60 Caps",Generic,60,95500,144205,1.51,0.03,"Strides, Bangalore, India.",9170,42453.21,
1285,Guyana,PMO - US,Direct Drop,EXW,Air,29-Dec-06,29-Dec-06,HRDT,HIV test,"Trinity Biotech, Plc",SKU0009,"HIV 1/2, Uni-Gold HIV Kit, 20 Tests",Uni-Gold,20,900,36000,40,2,"Trinity Biotech, Plc",316,4989.87,
1295,Mozambique,PMO - US,Direct Drop,CIP,Air,15-Feb-07,15-Feb-07,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,120,80,3288,41.1,0.34,ABBSP,25,Freight Included in Commodity Cost,
1298,Vietnam,PMO - US,Direct Drop,EXW,Air,12-May-07,12-May-07,ARV,Adult,CIPLA LIMITED,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,60,70000,525000,7.5,0.12,"Cipla, Goa, India",6813,31858.09,
1299,Rwanda,PMO - US,Direct Drop,EXW,Air,27-Feb-07,27-Feb-07,ARV,Adult,CIPLA LIMITED,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,71577,1087970.4,15.2,0.51,"Cipla, Goa, India",See ASN-242 (ID#:64),See ASN-242 (ID#:64),
1300,Rwanda,PMO - US,Direct Drop,EXW,Air,27-Feb-07,27-Feb-07,ARV,Adult,CIPLA LIMITED,SKU0058,"Abacavir 300mg, tablets, 60 Tabs",Generic,60,5605,202340.5,36.1,0.6,"Cipla, Patalganga, India",See ASN-242 (ID#:64),See ASN-242 (ID#:64),
1303,Ethiopia,PMO - US,Direct Drop,FCA,Air,28-Dec-06,28-Dec-06,HRDT,HIV test,Abbott GmbH & Co. KG,SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,100,200,16000,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,Weight Captured Separately,Invoiced Separately,
1306,Vietnam,PMO - US,Direct Drop,EXW,Air,24-Aug-07,24-Aug-07,ARV,Adult,CIPLA LIMITED,SKU0044,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Generic,60,25000,187500,7.5,0.12,"Cipla, Goa, India",2348,21439.59,300
1307,Nigeria,PMO - US,Direct Drop,EXW,Air,15-Mar-07,30-Mar-07,HRDT,HIV test,BIO-RAD LABORATORIES (FRANCE),SKU0025,"#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests",Genie,40,375,28500,76,1.9,Bio-Rad Laboratories,402,4445.75,
1309,Ethiopia,PMO - US,Direct Drop,EXW,Air,15-Jan-07,15-Jan-07,HRDT,HIV test,Abbott GmbH & Co. KG,SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,100,4650,372000,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,1707,24859.45,
1337,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,23-Oct-07,23-Oct-07,ARV,Pediatric,BRISTOL-MYERS SQUIBB,SKU0046,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Videx,60,1577,14981.5,9.5,0.16,"BMS Meymac, France",306,Freight Included in Commodity Cost,23.97
1347,Nigeria,PMO - US,Direct Drop,EXW,Air,7-Sep-07,7-Sep-07,HRDT,HIV test,Abbott GmbH & Co. KG,SKU0002,"HIV 1/2, Determine Complete HIV Kit, 100 Tests",Determine,100,3500,280000,80,0.8,ABBVIE GmbH & Co.KG Wiesbaden,1194,5858.57,448
1350,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,2-Oct-07,2-Oct-07,ARV,Pediatric,BRISTOL-MYERS SQUIBB,SKU0046,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Videx,60,4270,40565,9.5,0.16,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,64.9
1356,Vietnam,PMO - US,Direct Drop,EXW,Air,2-Oct-07,2-Oct-07,ARV,Pediatric,Aurobindo Pharma Limited,SKU0001,"Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Generic,240,1000,1920,1.92,0.01,"Aurobindo Unit III, India",960,13762.41,3.07
1357,Vietnam,PMO - US,Direct Drop,EXW,Air,2-Oct-07,2-Oct-07,ARV,Pediatric,Aurobindo Pharma Limited,SKU0005,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,240,1000,2100,2.1,0.01,"Aurobindo Unit III, India",See ASN-744 (ID#:1356),See ASN-744 (ID#:1356),3.36
1358,Vietnam,PMO - US,Direct Drop,EXW,Air,15-Oct-07,15-Oct-07,ARV,Pediatric,Aurobindo Pharma Limited,SKU0005,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Generic,240,1000,2100,2.1,0.01,"Aurobindo Unit III, India",See ASN-781 (ID#:115),See ASN-781 (ID#:115),3.36
1359,Vietnam,PMO - US,Direct Drop,EXW,Air,15-Oct-07,15-Oct-07,ARV,Adult,Aurobindo Pharma Limited,SKU0054,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Generic,60,3000,40500,13.5,0.22,"Aurobindo Unit III, India",332,4454.62,64.8
1360,Vietnam,PMO - US,Direct Drop,EXW,Air,23-Nov-07,23-Nov-07,ARV,Adult,Aurobindo Pharma Limited,SKU0026,"Efavirenz 600mg, tablets, 30 Tabs",Generic,30,22500,277425,12.33,0.41,"Aurobindo Unit III, India",1955,16095.39,443.88
1361,Vietnam,PMO - US,Direct Drop,FCA,Air,27-Aug-07,27-Aug-07,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0008,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Aluvia,120,500,41095,82.19,0.68,ABBVIE Ludwigshafen Germany,117,1767.38,65.75
1383,Tanzania,PMO - US,Direct Drop,EXW,Air,19-Sep-07,19-Sep-07,HRDT,HIV test,"Standard Diagnostics, Inc.",SKU0019,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests",Bioline,25,10000,200000,20,0.8,"Standard Diagnostics, Korea",3336,25165.3,320
1502,Rwanda,PMO - US,Direct Drop,EXW,Air,28-Jan-08,28-Jan-08,ARV,Adult,ASPEN PHARMACARE,SKU0021,"Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs",Viread,30,1609,27353,17,0.57,"Aspen-OSD, Port Elizabeth, SA",157,7922.24,43.76
1512,South Africa,PMO - US,Direct Drop,DDP,,29-Jan-08,29-Jan-08,ARV,Pediatric,"JSI R&T INSTITUTE, INC.",SKU0042,"Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Kaletra,300,30,1447.8,48.26,0.16,ABBVIE (Abbott) Logis. UK,Weight Captured Separately,Freight Included in Commodity Cost,2.32
1513,South Africa,PMO - US,Direct Drop,DDP,,29-Jan-08,29-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.",SKU0032,"Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps",Videx EC,30,100,2850,28.5,0.95,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,4.56
1519,Vietnam,PMO - US,Direct Drop,FCA,Air,28-Mar-08,28-Mar-08,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),SKU0052,"Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Norvir,336,100,18333,183.33,0.55,ABBVIE (Abbott) Logis. UK,337,2535.4,29.33
1527,Nigeria,PMO - US,Direct Drop,EXW,Air,21-Jan-08,21-Jan-08,HRDT,HIV test,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",SKU0016,"HIV 1/2, Stat-Pak HIV, Kit, 20 Tests",Stat-Pak,20,10000,270000,27,1.35,Chembio Diagnostics Sys. Inc.,3336,28002.75,432
1529,Rwanda,PMO - US,Direct Drop,CIP,Air,28-Jan-08,28-Jan-08,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),SKU0058,"Abacavir 300mg, tablets, 60 Tabs",Generic,60,1099,30222.5,27.5,0.46,Mylan (formerly Matrix) Nashik,113,1511.25,48.36
1530,Vietnam,PMO - US,Direct Drop,EXW,Air,1-Feb-08,1-Feb-08,ARV,Adult,Aurobindo Pharma Limited,SKU0059,"Stavudine 20mg, capsules, 60 Caps",Generic,60,1200,2100,1.75,0.03,"Aurobindo Unit III, India",125,2429.85,3.36
1531,Kazakhstan,PMO - US,Direct Drop,DDP,Air,27-Dec-07,27-Dec-07,HRDT,HIV test,Orasure Technologies Inc.,SKU0018,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests",OraQuick,100,50,17500,350,3.5,"Pacific Biotech, Thailand",Weight Captured Separately,Freight Included in Commodity Cost,28
1549,Nigeria,PMO - US,Direct Drop,EXW,Air,5-Feb-08,5-Feb-08,HRDT,HIV test,"Orgenics, Ltd",SKU0017,"HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests",Determine,100,650,51993.5,79.99,0.8,Inverness Japan,148,2577.27,83.19
1587,South Africa,PMO - US,Direct Drop,DDP,,21-Jan-08,4-Jan-08,ARV,Adult,"JSI R&T INSTITUTE, INC.",SKU0030,"Stavudine 20mg [Zerit], capsules, 60 Caps",Zerit,60,100,573,5.73,0.1,"BMS Meymac, France",Weight Captured Separately,Freight Included in Commodity Cost,0.92
